input_name;processor;operation;input_width;input_height;output_width;output_height;batch_size;time
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;20460
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19874
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;20234
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19989
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19359
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19744
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;20160
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19788
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19960
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19362
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19828
1920x1080.mp4;CPU;MONO;1920;1080;1920;1080;200;19553
640x360.mp4;GPU;MONO;640;360;640;360;200;2419
640x360.mp4;GPU;MONO;640;360;640;360;200;2450
640x360.mp4;GPU;MONO;640;360;640;360;200;2766
640x360.mp4;GPU;MONO;640;360;640;360;200;2485
640x360.mp4;GPU;MONO;640;360;640;360;200;2384
640x360.mp4;GPU;MONO;640;360;640;360;200;2373
640x360.mp4;GPU;MONO;640;360;640;360;200;2370
640x360.mp4;GPU;MONO;640;360;640;360;200;2351
640x360.mp4;GPU;MONO;640;360;640;360;200;2344
640x360.mp4;GPU;MONO;640;360;640;360;200;2346
640x360.mp4;GPU;MONO;640;360;640;360;200;2330
640x360.mp4;GPU;MONO;640;360;640;360;200;2334
640x360.mp4;GPU;MONO;640;360;640;360;200;2409
640x360.mp4;GPU;MONO;640;360;640;360;200;2342
